Date,Title,Body
6/28/11,,
6/30/11,,
7/3/11,,
7/5/11,,
7/4/11,,
7/6/11,,
7/7/11,,
7/8/11,,
7/9/11,,
7/13/11,,
7/12/11,,
7/11/11,,
7/10/11,,
7/14/11,,
7/19/11,,
7/15/11,,
7/21/11,,
7/23/11,,
7/22/11,,
7/24/11,,
7/25/11,,
7/26/11,,
7/27/11,,
7/16/11,,
7/17/11,,
7/28/11,,
7/29/11,,
7/30/11,,
7/18/11,,
7/31/11,,
8/3/11,,
8/1/11,,
8/2/11,,
7/20/11,,
8/4/11,,
8/8/11,,
8/6/11,,
8/10/11,,
8/12/11,,
8/11/11,,
8/7/11,,
8/9/11,,
8/5/11,,
8/13/11,,
8/14/11,,
8/16/11,,
8/18/11,,
8/15/11,,
8/20/11,,
8/17/11,,
8/21/11,,
8/19/11,,
8/22/11,,
8/24/11,,
8/23/11,,
8/25/11,,
8/26/11,,
8/28/11,,
8/27/11,,
8/30/11,,
8/29/11,,
9/2/11,,
8/31/11,,
9/1/11,,
9/4/11,,
9/3/11,,
9/5/11,,
9/6/11,,
9/7/11,,
9/8/11,,
9/9/11,,
9/11/11,,
9/12/11,,
9/10/11,,
9/13/11,,
9/14/11,,
9/15/11,,
9/17/11,,
9/18/11,,
9/16/11,,
9/19/11,,
9/20/11,,
9/21/11,,
9/22/11,,
9/23/11,,
9/26/11,,
9/27/11,,
9/24/11,,
9/25/11,,
9/28/11,,
9/29/11,,
9/30/11,,
09/31/2011,,
10/1/11,,
10/2/11,,
10/3/11,,
10/7/11,,
10/8/11,,
10/9/11,,
10/10/11,,
10/11/11,,
10/12/11,,
10/13/11,,
10/14/11,,
10/16/11,,
10/15/11,,
10/17/11,,
10/4/11,,
10/18/11,,
10/5/11,,
10/6/11,,
10/19/11,,
10/22/11,,
10/20/11,,
10/24/11,,
10/21/11,,
10/25/11,,
10/26/11,,
10/23/11,,
10/28/11,,
10/29/11,,
10/27/11,,
10/30/11,,
10/31/11,,
11/3/11,,
11/1/11,,
11/2/11,,
11/4/11,,
11/6/11,,
11/7/11,,
11/5/11,,
11/13/11,,
11/11/11,,
11/14/11,,
11/8/11,,
11/9/11,,
11/12/11,,
11/15/11,,
11/18/11,,
11/16/11,,
11/17/11,,
11/19/11,,
11/10/11,,
11/21/11,,
11/20/11,,
11/22/11,,
11/23/11,,
11/24/11,,
11/27/11,,
11/25/11,,
11/28/11,,
11/29/11,,
11/26/11,,
11/30/11,,
11/31/2011,,
12/1/11,,
12/2/11,,
12/4/11,,
12/7/11,,
12/5/11,,
12/8/11,,
12/9/11,,
12/6/11,,
12/10/11,,
12/12/11,,
12/14/11,,
12/15/11,,
12/17/11,,
12/13/11,,
12/11/11,,
12/22/11,,
12/19/11,,
12/20/11,,
12/21/11,,
12/18/11,,
12/16/11,,
12/24/11,,
12/23/11,,
12/25/11,,
12/26/11,,
12/27/11,,
12/29/11,,
12/28/11,,
12/31/11,,
12/30/11,,
1/1/12,,
1/2/12,,
1/3/12,,
1/4/12,,
1/5/12,,
1/7/12,,
1/9/12,,
1/11/12,,
1/8/12,,
1/6/12,,
1/12/12,,
1/15/12,,
1/10/12,,
1/13/12,,
1/16/12,,
1/14/12,,
1/17/12,,
1/18/12,,
1/19/12,,
1/20/12,,
1/21/12,,
12/3/11,,
1/22/12,,
1/23/12,,
1/24/12,,
1/25/12,,
1/28/12,,
1/26/12,,
1/27/12,,
1/29/12,,
2/2/12,,
1/30/12,,
1/31/12,,
2/4/12,,
2/5/12,,
2/1/12,,
2/7/12,,
2/3/12,,
2/6/12,,
2/12/12,,
2/8/12,,
2/10/12,,
2/13/12,,
2/14/12,,
2/9/12,,
2/16/12,,
2/11/12,,
2/15/12,,
2/19/12,,
2/17/12,,
2/18/12,,
2/20/12,,
2/21/12,,
2/22/12,,
2/25/12,,
2/23/12,,
2/24/12,,
2/26/12,,
2/27/12,,
2/28/12,,
2/29/12,,
02/30/2012,,
3/3/12,,
3/6/12,,
3/1/12,,
3/2/12,,
02/31/2012,,
3/4/12,,
3/5/12,,
3/7/12,,
3/12/12,,
3/8/12,,
3/9/12,,
3/13/12,,
3/14/12,,
3/11/12,,
3/15/12,,
3/17/12,,
3/18/12,,
3/10/12,,
3/22/12,,
3/16/12,,
3/20/12,,
3/23/12,,
3/24/12,,
3/19/12,,
3/25/12,,
3/21/12,,
3/26/12,,
3/27/12,,
3/28/12,,
3/29/12,,
3/30/12,,
4/3/12,,
4/4/12,,
4/5/12,,
4/6/12,,
4/7/12,,
4/9/12,,
4/8/12,,
4/10/12,,
4/12/12,,
4/13/12,,
4/11/12,,
4/1/12,,
4/2/12,,
4/14/12,,
3/31/12,,
4/16/12,,
4/15/12,,
4/18/12,,
4/19/12,,
4/20/12,,
4/21/12,,
4/17/12,,
4/23/12,,
4/22/12,,
4/24/12,,
4/25/12,,
4/26/12,,
4/27/12,,
4/28/12,,
4/29/12,,
4/30/12,,
04/31/2012,,
5/1/12,,
5/2/12,,
5/4/12,,
5/9/12,,
5/6/12,,
5/7/12,,
5/5/12,,
5/8/12,,
5/10/12,,
5/11/12,,
5/12/12,,
5/15/12,,
5/13/12,,
5/14/12,,
5/16/12,,
5/3/12,,
5/18/12,,
5/19/12,,
5/17/12,,
5/20/12,,
5/21/12,,
5/22/12,,
5/23/12,,
5/25/12,,
5/24/12,,
5/28/12,,
5/29/12,,
5/26/12,,
5/27/12,,
5/30/12,,
5/31/12,,
6/3/12,,
6/2/12,,
6/1/12,,
6/4/12,,
6/5/12,,
6/6/12,"Twitter's mobile revenue surpassed Web on many days: CEO,Twitter's mobile revenue surpassed Web on many days: CEO,Nasdaq's $40 million offer for Facebook losses draws criticism,UPDATE 6-Nasdaq's $40 mln offer for Facebook losses draws criticism,NASDAQ CEO: exchange ""embarrassed"" after Facebook IPO-CNBC,NASDAQ CEO says exchange owes ""apology"" after Facebook IPO: WSJ,NASDAQ CEO says exchange owes ""apology"" after Facebook IPO - WSJ,Fanatics raises $150 million at rich valuation,Fanatics raises $150 million at rich valuation","SAN FRANCISCO Twitter has generated more advertising revenue from its mobile platform than from its website on many days in the last quarter, CEO Dick Costolo said Wednesday, highlighting Twitter's progress in squeezing ad dollars out of the growing number of smartphone and tablet users worldwide.,SAN FRANCISCO, June 6 Twitter has generated moreadvertising revenue from its mobile platform than from itswebsite on many days in the last quarter, CEO Dick Costolo saidWednesday, highlighting Twitter's progress in squeezing addollars out of the growing number of smartphone and tablet usersworldwide.,Nasdaq OMX Group Inc said it will offer $40 million in cash and rebates to clients harmed by its mishandling of Facebook Inc's market debut.,June 6 Nasdaq OMX Group Inc said itwill offer $40 million in cash and rebates to clients harmed byits mishandling of Facebook Inc's market debut.,NEW YORK, June 6 Nasdaq OSX Group Inc's CEO Robert Greifeld said the exchange has been ""embarrassed"" and""we certainly apologize"" to the industry after the botchedFacebook IPO on May 18, he told CNBC on Wednesday.,NEW YORK NASDAQ OMX Group Inc's CEO Robert Greifeld said NASDAQ ""owes the industry an apology"" for technical problems associated with the exchange's Facebook initial public offering on May 18, according to an interview with the Wall Street Journal.,NEW YORK, June 6 NASDAQ OMX Group Inc's CEO Robert Greifeld said NASDAQ ""owes the industry an apology""for technical problems associated with the exchange's Facebookinitial public offering on May 18, according to an interviewwith the Wall Street Journal.,Fanatics.com has raised $150 million from venture firms Andreessen Horowitz and Insight Venture Partners in an investment that values the online sports retailer at $1.5 billion, a person familiar with the matter said.,June 6 Fanatics.com has raised $150 million fromventure firms Andreessen Horowitz and Insight Venture Partnersin an investment that values the online sports retailer at $1.5billion, a person familiar with the matter said."
6/10/12,,
6/7/12,"Nasdaq rivals blast its Facebook compensation plan,Facebook, Microsoft said shopping Manhattan space,Facebook, Microsoft said shopping Manhattan space,Nasdaq rivals blast its Facebook compensation plan,Facebook IPO mishandling hurt investor confidence: TD Ameritrade,Knight says industry losses on Facebook IPO may be $200 million,Knight says industry losses on Facebook IPO may be $200 mln,Direct Edge to contest Nasdaq plan to aid Facebook clients,UPDATE 1-Direct Edge to contest Nasdaq plan to aid Facebook clients,Facebook IPO mishandling hurt investor confidence -TD Ameritrade","Rival exchanges on Thursday lashed out at Nasdaq OMX's  $40 million plan to compensate clients for its mishandling of Facebook's  initial public offering last month, calling the plan ""illegal,"" ""anti-competitive"" and saying it was unlikely to be approved by U.S. regulators. |Â ,NEW YORK Facebook Inc  and Microsoft Corp  are shopping for more office space in Manhattan, sources say, underscoring New York's stature as a must-have location for top tech companies who need to be ""book-ended"" on both the west and east coasts.,NEW YORK, June 7 Facebook Inc andMicrosoft Corp are shopping for more office space inManhattan, sources say, underscoring New York's stature as amust-have location for top tech companies who need to be""book-ended"" on both the west and east coasts.,June 7 Rival exchanges on Thursday lashed out atNasdaq OMX's $40 million plan to compensate clients forits mishandling of Facebook's initial public offeringlast month, calling the plan ""illegal,"" ""anti-competitive"" andsaying it was unlikely to be approved by U.S. regulators.,NEW YORK The mishandling of Facebook's initial public offering in May has rattled the confidence of retail investors, who were already leery of financial markets following a string of crises over the past several years, Fred Tomczyk, chief executive of TD Ameritrade, said on Thursday.,NEW YORK Losses by banks and brokerages due to Facebook Inc's botched market debut on Nasdaq OMX Group's exchange nearly a month ago may be as high as $200 million, Thomas Joyce, chief executive officer of Knight Capital Group Inc, said on Thursday.,NEW YORK, June 7 Losses by banks and brokeragesdue to Facebook Inc's botched market debut on Nasdaq OMXGroup's exchange nearly a month ago may be as high as$200 million, Thomas Joyce, chief executive officer of KnightCapital Group Inc, said on Thursday.,NEW YORK Bill O'Brien, chief executive of exchange operator Direct Edge, on Thursday called Nasdaq OMX's plans to compensate clients for its mishandling of Facebook's initial public offering an illegal move and a challenge to the industry.,By Herbert Lash	    NEW YORK, June 7 Bill O'Brien, chief executiveof exchange operator Direct Edge, on Thursday called NasdaqOMX's plans to compensate clients for its mishandlingof Facebook's initial public offering an illegal move anda challenge to the industry.	    ""It was a shameless attempt to basically turn an investorconfidence-eroding event into a competitive advantage,"" O'Brientold analysts at a Sandler O'Neill conference on exchanges andbrokerage. ""We're going to vi,NEW YORK, June 7 The mishandling of Facebook's initial public offering in May has rattled the confidenceof retail investors, who were already leery of financial marketsfollowing a string of crises over the past several years, FredTomczyk, chief executive of TD Ameritrade, said onThursday."
6/9/12,,
6/8/12,"UPDATE 3-Kraft moves blue chip listing to Nasdaq,UPDATE 1-UBS losses on Facebook as high as $350 mln-CNBC,UBS losses on Facebook as high as $350 million: CNBC,UBS losses on Facebook as high as $350 mln -CNBC,NYSE CEO: Facebook IPO eroded investor confidence: CNBC,NYSE CEO-Facebook IPO eroded investor confidence-CNBC,Facebook IPO mishandling hurt investor confidence: TD Ameritrade","June 8 Kraft Foods Inc is moving itsstock listing to the Nasdaq from NYSE Euronext's NewYork Stock Exchange, handing Nasdaq OMX Group Inc itsbiggest victory yet in its listings war with the Big Board.,June 8 Swiss bank UBS may have lost asmuch as $350 million due to Facebook Inc's flawed initialpublic offering and is preparing legal action against Nasdaq OMX, CNBC said on Friday, citing unidentified sources.,Swiss bank UBS  may have lost as much as $350 million from trading shares in Facebook Inc  amid the confusion of the social network's glitch-ridden May 18 market debut, CNBC reported on Friday, citing unidentified sources.,June 8 Swiss bank UBS may have lost asmuch as $350 million from trading shares in Facebook Inc amid the confusion of the social network's glitch-ridden May 18market debut, CNBC reported on Friday, citing unidentifiedsources.,NEW YORK Duncan Niederauer, chief executive of NYSE Euronext , said on Friday that Nasdaq OMX's  mishandling of Facebook's  initial public offering last month ""eroded investor confidence"" in the short run.,NEW YORK, June 8 Duncan Niederauer, chiefexecutive of NYSE Euronext, said on Friday that NasdaqOMX's mishandling of Facebook's initial publicoffering last month ""eroded investor confidence"" in the shortrun.,NEW YORK The mishandling of Facebook's  initial public offering in May has rattled the confidence of retail investors, who were already leery of financial markets following a string of crises over the past several years, Fred Tomczyk, chief executive of TD Ameritrade , said on Thursday. |Â "
6/11/12,Facebook to join Russell 3000 index,"NEW YORK Facebook Inc is on the preliminary list to join the Russell 3000 index, according to Russell Investments on Monday. |Â "
6/12/12,"Zynga shares dive as Facebook game craze wanes,Facebook consultant argues that website's ads work,Facebook consultant argues that website's ads work","SEATTLE Zynga Inc shares fell more than 10 percent on Tuesday, extending three months of steady losses, as the social gaming company's user numbers wane and investors worry that the craze for games on Facebook may have passed its peak.,SAN FRANCISCO Marketing on Facebook influences consumer behavior and leads to increased purchases for the brands that leverage the social-networking site, consulting company comScore said in a report released Tuesday.,SAN FRANCISCO, June 11 Marketing on Facebook influences consumer behavior and leads to increasedpurchases for the brands that leverage the social-networkingsite, consulting company comScore said in a report releasedTuesday."
6/13/12,,
6/17/12,Big investors on sidelines in Facebook case: Frankel,"NEW YORK On Friday, Facebook Inc and its underwriters offered some clues about how they intend to defend the more than 40 suits filed so far in state and federal court that accuse them of deceiving investors in their initial public offering."
6/14/12,Nasdaq to skip U.S. House market hearing,* House Financial Services market structure hearing June 20
6/16/12,"Facebook to pay $10 million to settle suit,Facebook to pay $10 million to settle suit","SAN FRANCISCO Facebook Inc has agreed to pay $10 million to charity to settle a lawsuit that accused the site of violating users' rights to control the use of their own names, photographs and likenesses, according to court documents made public over the weekend.,SAN FRANCISCO, June 16 Facebook Inc hasagreed to pay $10 million t o charity to settle a lawsuit thataccused the site of violating users' rights to control the useof their own names, photographs and likenesses, according tocourt documents made public over the weekend."
6/15/12,"Facebook sketches out IPO-mess defense; CTO departs,WRAPUP 1-Facebook sketches out IPO-mess defense; CTO departs,Facebook CTO to depart in first senior-level exit,UPDATE 1-Facebook CTO to depart in first senior-level exit,Facebook CTO to depart in first senior-level exit,Did extension to pre-IPO trading result in Facebook fiasco?,SEC quizzed Facebook on mobile trends before IPO,SEC quizzed Facebook on mobile trends before IPO,Facebook, banks, want shareholder lawsuits in NY court,Call app could lift Facebook sales: VoIP firm Rebtel","NEW YORK/SAN FRANCISCO Facebook Inc , facing a raft of lawsuits from investors seeking to recoup losses from its botched IPO, laid out on Friday how cascading Nasdaq trading glitches might have stoked the confusion that marred its May 18 debut.,* Facebook cites trading glitch, oral disclosure reports    * Defends ""customary practices"" on Wall Street    * Market value has fallen by a quarter since debut    * SEC warned Facebook on mobile - new filings    By Basil Katz and Edwin Chan	    NEW YORK/SAN FRANCISCO, June 15 Facebook Inc, facing a raft of lawsuits from investors seeking torecoup losses from its botched IPO, laid out on Friday howcascading Nasdaq trading glitches might have stoked theconfusion that marred,SAN FRANCISCO Facebook Inc's  chief technology officer, Bret Taylor, is departing ""sometime this summer"" to start his own company, in the first exit of a high-profile executive since the social networking company's IPO on May 18.,SAN FRANCISCO, June 15 Facebook Inc's chief technology officer, Bret Taylor, is departing ""sometimethis summer"" to start his own company, in the first exit of ahigh-profile executive since the social networking company's IPOon May 18.,SAN FRANCISCO, June 15 Facebook Inc's chieftechnology officer, Bret Taylor, is departing ""sometime thissummer"" to start his own company, in the first exit of ahigh-profile executive since the social networking company's May18 IPO.,June 15 (IFR) - Nasdaq was still testing for theconsequences of a significant change to its IPO procedures theevening before Facebook's troubled debut.,SAN FRANCISCO The Securities & Exchange Commission quizzed Facebook Inc on the impact of growth in mobile users in the months leading up to the social network's initial public offering, letters released on Friday by the regulator show.,SAN FRANCISCO, June 15 The Securities & ExchangeCommission quizzed Facebook Inc on the impact of growthin mobile users in the months leading up to the social network'sinitial public offering, letters released on Friday by theregulator show.,NEW YORK, June 15 Facebook Inc and itslead underwriters Morgan Stanley, Goldman Sachs Group Inc and JPMorgan Chase & Co have requested thatshareholder lawsuits over its $16 billion initial publicoffering be grouped together in Manhattan federal court.,PARIS Instead of just ""liking"" - why don't you call?"
6/20/12,"Facebook's unique visitors slipped in May: comScore,UPDATE 1-Facebook's unique visitors slipped in May-comScore,Facebook's unique visitors slipped in May-comScore,Yahoo, Facebook seek more time for settlement talks,UPDATE 1-Yahoo, Facebook seek more time for settlement talks,Yahoo, Facebook seek more time for settlement talks,Facebook provides rare peek at how site is policed,Facebook provides rare peek at how site is policed,Analysis: Facebook stock's bad start reins in short sellers","SAN FRANCISCO Facebook's U.S. user numbers dwindled in May from April and March, according to data compiled by research firm comScore, in the latest sign that growth may be leveling off at the No. 1 social network.,SAN FRANCISCO, June 20 Facebook's U.S.user numbers dwindled in May from April and March, according todata compiled by research firm comScore, in the latest sign thatgrowth may be leveling off at the No. 1 social network.,SAN FRANCISCO, June 20 Facebook's U.S.user numbers dwindled in May from April and March, according todata compiled by research firm comScore, in the latest sign thatthe No.1 social network's growth may be leveling off.,Yahoo Inc and Facebook Inc believe settlement talks in a high profile patent lawsuit would be helped if a U.S. judge pushed back certain deadlines in the case, according to a court filing on Tuesday.,June 20 Yahoo Inc and Facebook Inc believe settlement talks in a high profile patent lawsuitwould be helped if a U.S. judge pushed back certain deadlines inthe case, according to a court filing on Tuesday.,June 20 Yahoo Inc and Facebook Inc believe settlement talks in a high profile patent lawsuitwould be helped if a U.S. judge pushed back certain deadlines inthe case, according to a court filing on Tuesday.,SAN FRANCISCO Facebook Inc offered a rare peek on Tuesday at one facet of the elaborate system it uses to police its 900 million-user social network, as it attempts to keep it free of content it deems offensive, illegal or just plain inappropriate.,SAN FRANCISCO, June 19 Facebook Inc offered a rare peek on Tuesday at one facet of the elaboratesystem it uses to police its 900 million-user social network, asit attempts to keep it free of content it deems offensive,illegal or just plain inappropriate.,NEW YORK Facebook's weak stock market debut has a potential silver lining for the social media giant - some short sellers may have been scared off."
6/21/12,"Louisiana sex offenders must soon post their status on Facebook,Louisiana sex offenders must soon post their status on Facebook,Facebook will change ad service to settle lawsuit,UPDATE 1-Facebook will change ad service to settle lawsuit,Lawmaker seeks advice on IPOs after Facebook fiasco,Facebook will change ad service to settle lawsuit,Lawmaker seeks advice on IPOs after Facebook fiasco,Facebook's unique visitors slipped in May: comScore","NEW ORLEANS Convicted sex offenders and child predators who set up a Facebook or other social networking page will have to post their criminal status in their profile under a Louisiana law that takes effect on August 1.,* Law narrow enough to withstand legal challenges - attorney,Facebook Inc has agreed to allow users more control over how their personal information is used in its ""Sponsored Stories"" ad feature, part of a deal to resolve litigation against the social networking company.,June 21 Facebook Inc has agreed to allowusers more control over how their personal information is usedin its ""Sponsored Stories"" ad feature, part of a deal to resolvelitigation against the social networking company.,WASHINGTON A congressional committee is asking the Securities and Exchange Commission for advice about whether rules governing initial public offerings need to be changed in light of Facebook's debut last month. |Â ,June 21 Facebook Inc has agreed to allowusers more control over how their personal information is usedin its ""Sponsored Stories"" ad feature, part of a deal to resolvelitigation against the social networking company.,* Says Facebook IPO shows ""substantial flaws"" in IPO process,SAN FRANCISCO Facebook's U.S. user numbers dwindled in May from April and March, according to data compiled by research firm comScore, in the latest sign that growth may be leveling off at the No. 1 social network."
6/18/12,"Facebook to buy facial-recognition startup: sources,UPDATE 4-Facebook to buy facial-recognition startup - sources,Social media puts fans in driving seat at Games,Olympics-Social media puts fans in driving seat at Games,Facebook buys facial-recognition startup","SAN FRANCISCO Facebook Inc is paying $55 million to $60 million to buy Face.com, according to people familiar with the matter, acquiring the company that provides the facial-recognition technology used by the world's largest social network to help users identify and tag photos.,SAN FRANCISCO, June 18 Facebook Inc ispaying $55 million to $60 million to buy Face.com, according topeople familiar with the matter, acquiring the company thatprovides the facial-recognition technology used by the world'slargest social network to help users identify and tag photos.,LONDON Social media site Facebook launched its London 2012 page on Monday which the International Olympic Committee (IOC) hopes will help simplify the event for fans.,LONDON, June 18 Social media site Facebooklaunched its London 2012 page on Monday which the InternationalOlympic Committee (IOC) hopes will help simplify the event forfans.,SAN FRANCISCO, June 18 Facebook Inc hasstruck a deal to acquire Face.com, whose facial-recognitiontechnology has been in use on the social network."
6/19/12,"Facebook pegs payment service to currencies,UPDATE 1-Facebook pegs payment service to currencies,Facebook pegs payment service to currencies,UPDATE 1-China's LaShou Group withdraws IPO plans,Social media puts fans in driving seat at Games,Analysis: Regulator seen conflicted in Nasdaq's Facebook mess","SAN FRANCISCO Facebook Inc is updating its payments service so that it supports pricing in local currencies instead of the special Facebook ""credits."",SAN FRANCISCO, June 19 Facebook Inc isupdating its payments service so that it supports pricing inlocal currencies instead of the special Facebook ""credits."",SAN FRANCISCO, June 19 Facebook isupdating its payments service so that it supports pricing inlocal currencies instead of the special Facebook ""credits."",June 19 China's LaShou Group Inc filed with U.S.regulators on Tuesday to withdraw its up to $100 mln initialpublic offering of American depositary shares.,LONDON Social media site Facebook launched its London 2012 page on Monday which the International Olympic Committee (IOC) hopes will help simplify the event for fans.,NEW YORK It is not every day that a company bungles something so badly that it has to turn to a regulator for help to clean up its mess. But that is what the Nasdaq stock market has done with the Financial Industry Regulatory Authority following its blunders in Facebook's $16 billion initial public offering."
6/26/12,"UPDATE 2-Zynga plans to build a gamers' social network,UPDATE 1-Zynga plans to build a gamers' social network,Facebook taps COO Sandberg to be first woman on board,MARKET PULSE: News Corp, Facebook, Coca-Cola,UPDATE 3-Facebook taps COO Sandberg to be first woman on board","SAN FRANCISCO, June 26 Zynga Inc unveiled a social network for gamers dubbed ""Zynga with Friends""on Tuesday, hoping to wean itself from a longstanding, symbioticrelationship with Facebook Inc, while becoming a majorInternet destination.,SAN FRANCISCO, June 26 Zynga Inc unveiled interactive features and a gamers' social networkdubbed ""Zynga with Friends"" on Tuesday, as it aims to reduce itsreliance on Facebook as a platform and seeks to connecthundreds of millions of its users across the Internet.,SAN FRANCISCO Facebook Inc named Chief Operating Officer Sheryl Sandberg a director on Monday, elevating the first woman to a board that includes seven men. |Â ,The company is considering splitting into two to separateits publishing assets from its more lucrative entertainmentbusiness, the Wall Street Journal reported on Tuesday.,SAN FRANCISCO, June 25 Facebook Inc namedChief Operating Officer Sheryl Sandberg a director on Monday,elevating the first woman to a board that includes seven men."
6/27/12,"Nasdaq to detail compensation to SEC next week-source,Not all of Wall Street ""friending"" Facebook,EQT Midstream rises in debut but investors still wary,Analysis: Morgan Stanley faces Facebook fallout, limits damage,COLUMN-Facebook's board needs more than Sandberg: Marcus,Analysis: Morgan Stanley faces Facebook fallout, limits damage,UPDATE 3-Zynga plans to build a gamers' social network","* Nasdaq, SEC making sure language of proposal is acceptable- sources,SAN FRANCISCO Facebook Inc may be having trouble connecting with Wall Street.,Shares of EQT Midstream Partners LP , a midstream vehicle formed by Appalachian natural gas producer EQT Corp , rose more than 14 percent in their debut, as the market welcomed the first company to go public after more than a month-long IPO drought.,NEW YORK Morgan Stanley  was quick to dismiss suggestions its status as the king of initial public offerings for Silicon Valley was under threat because of the botched Facebook Inc  IPO last month. And that confidence may be warranted.,LONDON, June 27 When news emerged in May thatFacebook had hired an executive search firm to look for awoman to add to its board of directors, I had hoped that withthe appointment would come a great deal of diversity of thoughtand experience and an independent voice. Facebook has nowannounced that it has chosen its COO, Sheryl Sandberg, to joinits board.,NEW YORK Morgan Stanley  was quick to dismiss suggestions its status as the king of initial public offerings for Silicon Valley was under threat because of the botched Facebook Inc  IPO last month. And that confidence may be warranted.,* Shares close nearly 5 pct lower, analysts see growthdoubts"
6/24/12,,
6/28/12,"UPDATE 1-ServiceNow IPO prices above range,Facebook, LinkedIn boost privacy drive-watchdog,Facebook,LinkedIn boost privacy drive-watchdog","June 28 IT software company ServiceNow priced its initial public offering on Thursday above itsexpected range at $18, an underwriter said.,DUBLIN Technology groups Facebook and LinkedIn have agreed to beef up their international privacy and compliance teams in response to demands from the Irish regulator, the deputy Data Protection Commissioner told Reuters.,* Ireland's regulator says tech giants respond to requests"
6/25/12,"Facebook taps COO Sandberg to be first woman on board,UPDATE 2-Facebook taps COO Sandberg to be first woman on board,Facebook taps COO Sandberg for board seat","SAN FRANCISCO Facebook Inc named Chief Operating Officer Sheryl Sandberg a director on Monday, adding the first woman to a board that includes seven men.,SAN FRANCISCO, June 25 Facebook Inc namedChief Operating Officer Sheryl Sandberg a director on Monday,adding the first woman to a board that includes seven men.,SAN FRANCISCO, June 25 Facebook Inc onMonday named Chief Operating Officer Sheryl Sandberg a director,adding the first woman to a board that includes seven men."
